date,open,high,low,close,volume,marketCap,price_change,price_range,price_momentum,typical_price,volume_change,mkcap_change,vwap,daily_return,cumulative_return,TR,ATR-MA14,ATR-EMA14,ma_20,ma_50,ma_100,ma_200,ema_20,ema_50,ema_100,ema_200,wma_20,wma_50,wma_100,wma_200,std_20,std_50,gain,loss,avg_gain,avg_loss,rs,rsi,bollinger_upper,bollinger_lower
2024-01-01 00:00:00+00:00,42280.2352761923,44175.4360525169,42214.9767546307,44167.3302140774,18426978443.25,865106026911.1,1887.0949378851,1960.4592978862056,,43209.49457435432,,,43209.49457435432,,,1960.4592978862056,,1960.4592978862056,44167.3302140774,44167.3302140774,44167.3302140774,44167.3302140774,44167.3302140774,44167.3302140774,44167.3302140774,44167.3302140774,,,,,,,1887.0949378851,0.0,1887.0949378851,0.0,inf,100.0,,
2024-01-02 00:00:00+00:00,44187.1390394876,45899.7063545898,44176.9504427245,44957.9700541418,39335274535.93,880631637169.92,770.831014654199,1722.7559118653007,790.6398400643957,44805.44147273592,20908296092.68,15525610258.820068,44296.31176299884,0.01790101045800574,0.01790101045800574,1732.376140512395,,1930.0482102363642,44562.6501341096,44562.6501341096,44562.6501341096,44562.6501341096,44242.62924646449,44198.3356980015,44182.98644853412,44175.197277162624,,,,,559.0667923857816,559.0667923857816,770.831014654199,0.0,1328.9629762696495,0.0,inf,100.0,45680.78371888116,43444.51654933804
2024-01-03 00:00:00+00:00,44961.6031868025,45503.2417949492,40813.5348681668,42848.1756409655,46342323118.41,839345928378.25,-2113.427545837003,4689.7069267824045,-2109.7944131762997,43531.63887272099,7007048582.480003,-41285708791.670044,43955.916369352315,-0.046928151129499995,-0.029867201995638304,4689.7069267824045,,2298.002705775836,43991.158636394895,43991.158636394895,43991.158636394895,43991.158636394895,44109.82414117887,44145.3882447844,44156.554551354544,44161.99308177758,,,,,1065.8730858103324,1065.8730858103324,0.0,2113.427545837003,885.9753175130996,704.4758486123343,1.2576376028479617,55.70591140320655,46122.90480801556,41859.41246477423
2024-01-04 00:00:00+00:00,42855.8147613589,44770.0234137515,42675.174006958,44179.9217008268,30448091209.81,865482457123.12,1324.1069394678998,2094.8494067935026,1331.7460598613034,43620.233470723804,-15894231908.600002,26136528744.869995,43879.95426678275,0.031080577876180904,0.00028508598297349863,2094.8494067935026,,2270.9155992448586,44038.34940250288,44038.34940250288,44038.34940250288,44038.34940250288,44116.50009924058,44146.742497962536,44157.01726718568,44162.17147599698,,,,,875.384580433075,875.384580433075,1324.1069394678998,0.0,995.5082230017997,528.3568864592507,1.8841586974916391,65.32784409992061,45789.118563369026,42287.58024163673
2024-01-05 00:00:00+00:00,44192.9786987717,44353.2858592993,42784.7182659068,44162.6916302269,32336029346.8,865182724165.6,-30.287068544799695,1568.5675933925013,-17.2300705999005,43873.41861355118,1887938136.9899979,-299732957.52001953,43878.68793132125,-0.00038999776225445704,-0.00010502296217640428,1568.5675933925013,,2177.2691984645444,44063.21784804769,44063.21784804769,44063.21784804769,44063.21784804769,44120.89929266785,44147.36795412976,44157.129630810254,44162.17665166096,,,,,760.1419740180565,760.1419740180565,0.0,30.287068544799695,796.4065784014398,428.7429228763605,1.8575387158777776,65.00484859772686,45583.5017960838,42542.93390001157
2024-01-06 00:00:00+00:00,44178.9546068436,44227.6313072794,43475.1564305872,43989.1940934574,16092503467.55,861821994190.94,-189.76051338620164,752.4748766921984,-173.49753676950058,43967.7341095419,-16243525879.25,-3360729974.660034,43886.519205412995,-0.0039285996927495015,-0.004033210061748949,752.4748766921984,,1987.2966222282316,44050.880555615964,44050.880555615964,44050.880555615964,44050.880555615964,44108.3559403621,44141.1650576328,44153.804174625046,44160.45543217634,,,,,680.5629355456612,680.5629355456612,0.0,189.76051338620164,663.6721486678665,388.9125212946674,1.706481823877874,63.05166392851698,45412.00642670729,42689.75468452464
2024-01-07 00:00:00+00:00,43998.4642425627,44495.5714707771,43662.2286270794,43943.0972289695,19330573863.32,860951836726.3,-55.36701359320432,833.3428436976974,-46.096864487903076,44024.84039234718,3238070395.7700005,-870157464.6398926,43899.735578678,-0.0010479133668592766,-0.005076896973873146,833.3428436976974,,1833.4361184241607,44035.482937523615,44035.482937523615,44035.482937523615,44035.482937523615,44092.617015467564,44133.39769180287,44149.63175985959,44158.29266398523,,,,,622.6003513752077,622.6003513752077,0.0,55.36701359320432,568.8618417153141,341.2631630516012,1.6669301093868676,62.50370429730151,45280.68364027403,42790.2822347732
2024-01-08 00:00:00+00:00,43948.7069553091,47218.0011250012,43244.0816061893,46970.5023144901,42746192015.18,920302445948.27,3021.795359181,3973.9195188119047,3027.4050855206006,45345.32300024742,23415618151.86,59350609221.96997,44151.893704796916,0.06889375752796911,0.06346709404498352,3973.9195188119047,,2118.8339051425264,44402.36035964442,44402.36035964442,44402.36035964442,44402.36035964442,44366.70132966019,44244.65669661413,44205.49058272356,44186.2748495624,,,,,1187.0331314107598,1187.0331314107598,3021.795359181,0.0,875.4785313985249,298.6052676701511,2.931892455311962,74.56695442803868,46776.426622465944,42028.2940968229
2024-01-09 00:00:00+00:00,46987.6387410088,47893.701008309,45244.7151480448,46139.7303748525,39821290991.56,904067321453.05,-847.9083661562981,2648.985860264198,-830.7719396375978,46566.44631805377,-2924901023.6200027,-16235124495.21997,44489.407229797784,-0.017687099321935684,0.044657445926999495,2648.985860264198,,2189.5208324920827,44595.40147244532,44595.40147244532,44595.40147244532,44595.40147244532,44535.56123872612,44318.97331144701,44243.79236078552,44205.71221797325,,,,,1252.3180663338524,1252.3180663338524,0.0,847.9083661562981,778.203139020911,359.638945279723,2.1638455713288605,68.39289473980281,47100.03760511303,42090.765339777616
2024-01-10 00:00:00+00:00,46121.5398246707,47647.2209853195,44483.1508612105,46627.7791119614,50114613298.1,913669280076.61,506.2392872907003,3164.070124108999,488.0487371088966,46219.92269579053,10293322306.54,9601958623.559937,44748.28991714235,0.0105776243845348,0.055707440000522856,3164.070124108999,,2319.460738041005,44798.63923639693,44798.63923639693,44798.63923639693,44798.63923639693,44734.82008379615,44409.514715388745,44291.000019224644,44229.812386072634,,,,,1344.284497698547,1344.284497698547,506.2392872907003,0.0,751.00675384789,323.6750507517507,2.3202491267202743,69.88177808850762,47487.20823179402,42110.070240999834
2024-01-11 00:00:00+00:00,46656.0730839661,48969.3713995297,45678.6453977641,46368.5853820194,45833734549.23,908639958360.69,-287.48770194669487,3290.726001765601,-259.1937299419951,46918.16881581982,-4280878748.869995,-5029321715.920044,45009.441294254226,-0.005558783516573351,0.0498389908847241,3290.726001765601,,2448.962773204284,44941.3616132717,44941.3616132717,44941.3616132717,44941.3616132717,44890.41677886503,44486.34101604093,44332.1403234384,44251.093709415385,,,,,1360.3151014180485,1360.3151014180485,0.0,287.48770194669487,682.7334125889909,320.3852917694729,2.130976140690749,68.06107887556811,47661.991816107795,42220.731410435605
2024-01-12 00:00:00+00:00,46354.7931880012,46498.1348211579,41903.7707507553,42853.166658062,43332698900.4,839796421013.38,-3501.626529939196,4594.364070402604,-3515.418723957402,44402.4663544941,-2501035648.830002,-68843537347.30994,44947.43204427767,-0.0758146640660855,-0.029754199532679437,4594.364070402604,,2735.0162794973935,44767.34536700422,44767.34536700422,44767.34536700422,44767.34536700422,44696.39295783617,44422.29496278686,44302.853716203215,44237.18398751137,,,,,1430.2495038165678,1430.2495038165678,0.0,3501.626529939196,625.8389615399083,585.4887282836165,1.0689171820174574,51.66553747574986,47627.84437463736,41906.846359371084
2024-01-13 00:00:00+00:00,42799.4464877818,43234.6617771986,42464.1432038222,42842.382191236,20601860468.7,839627405357.25,42.93570345419721,770.518573376401,-10.784466826000425,42835.158415009646,-22730838431.7,-169015656.13000488,44849.58926428454,-0.00025166090786366,-0.029998372471675916,770.518573376401,,2473.0832520145946,44619.27127656051,44619.27127656051,44619.27127656051,44619.27127656051,44519.82050387425,44360.33759919663,44273.93348798605,44223.305362672814,,,,,1469.7561059440293,1469.7561059440293,42.93570345419721,0.0,581.000249379469,540.4511338002613,1.0750282736832848,51.80788557521931,47558.78348844857,41679.75906467245
2024-01-14 00:00:00+00:00,42842.2636652252,43065.5988521059,41724.6137245906,41796.2696064245,17521429522.39,819159863482.62,-1045.994058800694,1340.9851275152978,-1046.112584811497,42357.186462086545,-3080430946.3100014,-20467541874.630005,44755.12244644292,-0.024417703482078834,-0.053683584589796385,1340.9851275152978,2386.810454428708,2322.1368354146884,44417.628300122225,44417.628300122225,44417.628300122225,44417.628300122225,44260.43470411713,44259.78591320557,44224.870836866015,44199.15575315791,,,,,1601.016410376937,1601.016410376937,0.0,1045.994058800694,539.5002315666497,576.5613427288637,0.9357204369845474,48.33964755996515,47619.6611208761,41215.59547936835
2024-01-15 00:00:00+00:00,41715.0665274581,43319.7211832336,41705.4183277754,42511.9677203311,22320220557.74,833216754804.02,796.9011928730033,1614.3028554582052,715.6981139065974,42313.04343969955,4798791035.350002,14056891321.400024,44642.643467857124,0.01712349261419699,-0.037479342439826424,1614.3028554582052,2362.084994255279,2227.7589714204905,44290.58426146949,44290.58426146949,44290.58426146949,44290.58426146949,44093.91403899465,44191.24402328892,44190.95196327127,44182.367812532764,,,,,1619.3414783896205,1619.3414783896205,796.9011928730033,0.0,461.6292497800714,576.5613427288637,0.8006593844727451,44.464788364579455,47529.26721824873,41051.901304690255
2024-01-16 00:00:00+00:00,42499.3375361691,43566.2749235186,42085.9960280039,43154.9442343824,24062872739.52,845855247845.2,655.6066982132979,1480.278895514697,642.9765140512973,42826.638180518494,1742652181.7799988,12638493041.179932,44556.735927147405,0.015124600166267932,-0.02292160234245555,1480.278895514697,2344.078048184015,2128.094961299718,44219.60675977654,44219.60675977654,44219.60675977654,44219.60675977654,44004.488343317294,44150.604815880826,44170.43695873882,44172.144692352165,,,,,1589.9855116748781,1589.9855116748781,655.6066982132979,0.0,453.3989414628642,576.5613427288637,0.7863845663271976,44.02101211297422,47399.5777831263,41039.63573642679
2024-01-17 00:00:00+00:00,43132.1003391655,43189.8905105363,42189.3105279928,42742.6528373141,20851232595.16,837804850463.55,-389.44750185140583,1000.5799825435024,-412.2913970683003,42813.48855375218,-3211640144.3600006,-8050397381.649902,44488.09074044732,-0.009553746491458126,-0.0322563616559558,1000.5799825435024,2080.568980738379,1977.7596307988892,44132.72711727875,44132.72711727875,44132.72711727875,44132.72711727875,43884.31353322175,44095.39101279978,44142.164005839324,44157.92089279955,,,,,1580.6225943111058,1580.6225943111058,0.0,389.44750185140583,453.3989414628642,453.4199110156068,0.9999537524660185,49.99884378491441,47293.97230590096,40971.48192865654
2024-01-18 00:00:00+00:00,42742.3116238329,42876.3466025394,40631.170494622,41262.0583641846,25218357242.1,808819115627.1,-1480.2532596482997,2245.176107917403,-1480.5944731294949,41877.971771294724,4367124646.939999,-28985734836.450073,44369.43451522181,-0.034639742150888275,-0.06577875175635595,2245.176107917403,2091.3066022472294,2013.4151610813578,43973.24551988464,43973.24551988464,43973.24551988464,43973.24551988464,43634.5749456944,43984.27992854037,44085.132210955075,44129.10634027602,,,,,1676.0739282797795,1676.0739282797795,0.0,1480.2532596482997,358.8198743580142,559.152286704771,0.6417211963356754,39.08831766124468,47325.3933764442,40621.097663325076
2024-01-19 00:00:00+00:00,41278.4591854003,42134.1589750297,40297.4578577579,41618.4073654042,25752407154.41,815839646533.36,339.9481800038993,1836.7011172717976,356.349001219598,41332.120845898025,534049912.3100014,7020530906.26001,44234.68918698136,0.008636239086145636,-0.05771059369716647,1836.7011172717976,2110.4589968100363,1989.8532885734164,43849.306669648824,43849.306669648824,43849.306669648824,43849.306669648824,43442.558985666765,43891.50061233895,44036.286174409506,44104.12426092406,,,,,1716.1036556113202,1716.1036556113202,339.9481800038993,0.0,383.10188721543557,556.9889246658568,0.6878088059744855,40.75158297194493,47281.51398087147,40417.09935842618
2024-01-20 00:00:00+00:00,41624.5890285851,41877.8939176969,41446.8230903601,41665.5848362109,11586690904.11,816801167080.27,40.995807625804446,431.0708273368,47.17747080670233,41653.72271821325,-14165716250.3,961520546.9100342,44184.180650443515,0.0011335722290497507,-0.05664244059445378,431.0708273368,2087.501564713222,1782.015627075201,43740.12057797692,43740.12057797692,43740.12057797692,43740.12057797692,43273.323352385254,43804.20979758883,43989.34159345508,44079.86018704632,43223.57410218596,,,,1740.2422791999763,1740.2422791999763,40.995807625804446,0.0,386.03015918870733,543.434602281128,0.7103525568086798,41.532522285002784,47220.60513637688,40259.63601957697
2024-01-21 00:00:00+00:00,41671.488525486,41855.3687214059,41497.0096642442,41545.7835143902,9344043641.69,814488966035.62,-125.70501109580073,358.35905716170237,-119.8013218207052,41642.41260638158,-2242647262.42,-2312201044.6500244,44144.69008728974,-0.0028753063779531907,-0.05935488260170285,358.35905716170237,2053.574151389222,1592.1947510867346,43609.043242992564,43635.62833685375,43635.62833685375,43635.62833685375,43108.79574876668,43715.64406099281,43940.95430476072,44054.64549378606,43014.589619939594,,,,1803.9343309396168,1762.473326990568,0.0,125.70501109580073,386.03015918870733,548.4587449598849,0.7038453898969961,41.30922876397525,47216.9119048718,40001.17458111333
2024-01-22 00:00:00+00:00,41553.6526912489,41651.2067927986,39450.1189925939,39507.368823822,31338708142.69,774565393660.75,-2046.2838674269005,2201.0878002046957,-2038.4146905681991,40540.58682511585,21994664501.0,-39923572374.869995,43966.189115935966,-0.049064297700924464,-0.10550697467265391,2201.0878002046957,1926.9433143458502,1673.3804909691296,43336.51318147658,43447.98017717049,43447.98017717049,43447.98017717049,42765.802708295756,43550.613659535135,43853.160532860944,44009.39895975657,42623.953960970975,,,,1991.4036195998392,1932.1109954521103,0.0,2046.2838674269005,170.1876335329216,694.6218783475207,0.2450075916666944,19.67920463349965,47319.32042067625,39353.7059422769
2024-01-23 00:00:00+00:00,39518.7154526761,40127.3534273434,38521.8938882205,39845.5511467999,29244553045.3,781234029910.6,326.83569412380166,1605.4595391229013,338.1823229779038,39503.37847875997,-2094155097.3899994,6668636249.849976,43769.04051457584,0.008559980911054366,-0.09785013145078059,1605.4595391229013,1852.4057199786148,1664.3243640562991,43186.381956768295,43291.35282802394,43291.35282802394,43291.35282802394,42487.683511962816,43405.317090408265,43773.80193115677,43967.96763823461,42291.48138623986,,,,2137.948276519543,2031.6514429380204,326.83569412380166,0.0,193.5330402560503,634.0569950506423,0.30522972188106334,23.385134184745212,47462.27850980738,38910.48540372921
2024-01-24 00:00:00+00:00,39877.5955582972,40483.7838777778,39508.7984636234,40077.073269779,22359526178.02,785809931670.85,199.4777114817989,974.9854141543983,231.52212297909864,39986.812792369354,-6885026867.279999,4575901760.25,43645.46732623647,0.00581048865721856,-0.09260819987246416,974.9854141543983,1696.042526410429,1572.412504069379,42981.23953521591,43157.42451309707,43157.42451309707,43157.42451309707,42258.10158413579,43274.7977248934,43700.59938340672,43929.25227138431,41995.35674938375,,,,2232.3535474323303,2092.517486464141,199.4777114817989,0.0,171.62149912684305,634.0569950506423,0.270672038107766,21.301486928982868,47445.946630080565,38516.53244035125
2024-01-25 00:00:00+00:00,40075.5490213235,40254.4823232698,39545.6644584551,39933.80775217,18491782013.19,783046781497.74,-141.74126915349916,708.8178648147004,-143.26551760899747,39952.3758888046,-3867744164.830002,-2763150173.1099854,43548.30370052314,-0.0035747499984493114,-0.09585189870856303,708.8178648147004,1511.6205166282218,1457.2665521687554,42769.79534131306,43028.47984265998,43028.47984265998,43028.47984265998,42036.74026680572,43143.778510276796,43626.00945011491,43889.49660452645,41705.12515099842,,,,2313.3648690614755,2147.5229309710467,0.0,141.74126915349916,171.62149912684305,623.646535565414,0.27519033513310004,21.580334131404513,47396.52507943601,38143.06560319011
2024-01-26 00:00:00+00:00,39936.8168833334,42209.3851748614,39825.6922313522,41816.8728440034,25598119893.13,820011355201.19,1880.0559606700044,2383.6929435092025,1883.0650918333995,40947.1917833876,7106337879.940002,36964573703.44995,43456.89951074335,0.04715465911790173,-0.05321710320006723,2383.6929435092025,1353.715436135836,1580.7900710141485,42661.179278840355,42981.87957348089,42981.87957348089,42981.87957348089,42015.80051225312,43091.74299395235,43590.18496286517,43868.873482531206,41614.370627445125,,,,2304.077190768285,2117.508385287126,1880.0559606700044,0.0,305.91121060327197,373.53035485547144,0.8189728267777244,45.02391760455923,47269.33366037693,38053.02489730378
2024-01-27 00:00:00+00:00,41815.625020172,42195.6315569807,41431.2798936061,42120.0563516849,11422941934.26,826001135532.44,304.4313315128966,764.3516633745967,303.18350768149685,41890.64820561092,-14175177958.87,5989780331.25,43432.71813347093,0.0072502673457317535,-0.0463526740799014,764.3516633745967,1353.2749425642785,1471.9316166622084,42570.027234976136,42949.960194895844,42949.960194895844,42949.960194895844,42025.72963981805,43053.63763543206,43561.07350521803,43851.47231705015,41562.83511057317,,,,2286.6890430071744,2083.001481294658,304.4313315128966,0.0,324.5894697503219,373.53035485547144,0.8689774887931503,46.494807669100005,47143.40532099048,37996.64914896179
2024-01-28 00:00:00+00:00,42126.1259571253,42797.1773592875,41696.9083425677,42035.5943721701,16858971687.07,824387868796.11,-90.5315849552062,1100.2690167198016,-84.4619795148028,42163.95150778766,5436029752.809999,-1613266736.329956,43404.451794158405,-0.002005267486101636,-0.04826499205577672,1100.2690167198016,1336.0809346503145,1422.3766033365541,42323.28183786013,42917.304272655645,42917.304272655645,42917.304272655645,42026.66913813729,43013.7143702061,43530.86599763293,43833.40387978767,41511.93674268688,,,,2039.7853414957442,2051.3543840913544,0.0,90.5315849552062,324.5894697503219,305.28303529507946,1.0632410983354554,51.532566852862615,46402.852520851615,38243.711154868644
