date,open,high,low,close,volume,marketCap,price_change,price_range,price_momentum,typical_price,volume_change,mkcap_change,vwap,daily_return,cumulative_return,tr,atr_ma14,atr_ema14,ma_20,ma_50,ma_100,ma_200,ema_20,ema_50,ema_100,ema_200,wma_20,wma_50,wma_100,wma_200,std_20,std_50,gain,loss,avg_gain,avg_loss,rs,rsi,bollinger_upper,bollinger_lower
2010-07-14 00:00:00+00:00,0.05815725,0.06158806,0.04864654,0.05640216,261.54,190259.65,-0.0017550900000000008,0.012941519999999998,,0.056198502500000004,,,0.056198502500000004,,,0.012941519999999998,,0.012941519999999998,0.05640216,0.05640216,0.05640216,0.05640216,0.05640216,0.05640216,0.05640216,0.05640216,,,,,,,0.0,0.0017550900000000008,0.0,0.0017550900000000008,0.0,0.0,,
2010-07-15 00:00:00+00:00,0.05640261,0.06795437,0.05396921,0.05756808,445.8,195982.14,0.0011654700000000018,0.013985160000000003,0.0011659200000000008,0.0589735675,184.26,5722.49000000002,0.05794748315569599,0.020671548749196855,0.020671548749196855,0.013985160000000003,,0.013080671999999998,0.05698512,0.05698512,0.05698512,0.05698512,0.0565132,0.056447882352941174,0.056425247524752475,0.05641376119402985,,,,,0.0008244299383210201,0.0008244299383210201,0.0011654700000000018,0.0,0.0005827350000000009,0.0008775450000000004,0.664051416166693,39.90570301586,0.05863397987664204,0.05533626012335796
2010-07-16 00:00:00+00:00,0.05800138,0.07222029,0.05748353,0.0664917,497.25,228047.42,0.008490320000000003,0.014736760000000008,0.00892362,0.063549225,51.44999999999999,32065.28,0.06025986009065325,0.15500985963054537,0.17888570224970124,0.014736760000000008,,0.013301483733333333,0.060153979999999996,0.060153979999999996,0.060153979999999996,0.060153979999999996,0.05746353333333333,0.056841757554786626,0.05662458321733164,0.05651403919209921,,,,,0.005519498479064923,0.005519498479064923,0.008490320000000003,0.0,0.0032185966666666683,0.0005850300000000003,5.501592510925366,84.6191529487647,0.07119297695812984,0.04911498304187015
2010-07-17 00:00:00+00:00,0.0664999,0.07773513,0.05741781,0.06599255,19.99,226904.8,-0.0005073500000000036,0.02031732,-0.0004991500000000038,0.0669113475,-477.26,-1142.6200000000244,0.06036843873256544,-0.007506951995512323,0.1700358638747168,0.02031732,,0.014236928568888889,0.0616136225,0.0616136225,0.0616136225,0.0616136225,0.05827582063492063,0.05720061216048127,0.05681008751005774,0.05660835273247633,,,,,0.005369556209299329,0.005369556209299329,0.0,0.0005073500000000036,0.002413947500000001,0.0005656100000000011,4.2678656671558075,81.01697987033307,0.07235273491859866,0.05087451008140134
2010-07-18 00:00:00+00:00,0.06608795,0.0808581,0.06422061,0.0788138,75.13,271669.2,0.012725849999999997,0.016637490000000005,0.012821250000000006,0.072495115,55.14,44764.40000000002,0.06106942371227043,0.19428329409910683,0.39735428572239084,0.016637490000000005,,0.014557003426370372,0.065053658,0.065053658,0.065053658,0.065053658,0.060231818669690095,0.05804818815418789,0.057245804589066494,0.0568293024565313,,,,,0.008988510534005064,0.008988510534005064,0.012725849999999997,0.0,0.004476328,0.0004524880000000009,9.892699916903855,90.819539621686,0.08303067906801012,0.04707663693198987
2010-07-19 00:00:00+00:00,0.07879913,0.08360209,0.06903579,0.07416855,573.24,256302.41,-0.004630579999999995,0.014566300000000004,-0.0046452500000000035,0.07640139,498.11,-15366.790000000008,0.06576196561396459,-0.058939551195349105,0.31499485126101545,0.014566300000000004,,0.01455824296952099,0.06657280666666666,0.06657280666666666,0.06657280666666666,0.06657280666666666,0.061559126415433894,0.058680359206964836,0.05758090845858993,0.05700183228283447,,,,,0.008858980377252603,0.008858980377252603,0.0,0.004630579999999995,0.0037302733333333337,0.0011488366666666666,3.2470005890016282,76.45397077199189,0.08429076742117186,0.04885484591216146
2010-07-20 00:00:00+00:00,0.07413588,0.07751477,0.06428795,0.07195755,262.35,249313.13,-0.002178330000000006,0.01322682,-0.0022110000000000046,0.07197403749999999,-310.89,-6989.279999999999,0.06652520125265769,-0.029810478969859888,0.2757942249020249,0.01322682,,0.014380719906918192,0.06734205571428571,0.06734205571428571,0.06734205571428571,0.06734205571428571,0.06254945247110685,0.059201033355711315,0.05786559442970696,0.057150645394448064,,,,,0.008339273736441036,0.008339273736441036,0.0,0.002178330000000006,0.003197377142857143,0.0012959071428571437,2.4672887717925103,71.15902176549828,0.08402060318716778,0.05066350824140364
2010-07-21 00:00:00+00:00,0.07193466,0.07646131,0.06425164,0.07439057,572.81,258512.82,0.0024559100000000056,0.012209670000000006,0.002433020000000008,0.071759545,310.4599999999999,9199.690000000002,0.06763235142082484,0.03381187936498686,0.3189312253289591,0.012209670000000006,,0.014091246585995768,0.06822312,0.06822312,0.06822312,0.06822312,0.06367717795004905,0.059796701459408914,0.05819282166872266,0.05732218693281177,,,,,0.008112884621207711,0.008112884621207711,0.0024559100000000056,0.0,0.003104693750000001,0.0011339187500000007,2.738021352940851,73.24787887545747,0.08444888924241542,0.051997350757584576
2010-07-22 00:00:00+00:00,0.07417871,0.07503002,0.05103308,0.05887483,2167.06,205112.55,-0.015303879999999992,0.02399694,-0.01551574,0.06477916,1594.25,-53400.27000000002,0.06636408036557699,-0.20857132832830827,0.043839987688414794,0.02399694,,0.015412005707863,0.06718442111111111,0.06718442111111111,0.06718442111111111,0.06718442111111111,0.06321981147861581,0.05976054963747131,0.0582063267841935,0.05733763611755991,,,,,0.008203754823458044,0.008203754823458044,0.0,0.015303879999999992,0.0027597277777777784,0.002708358888888889,1.0189667953902386,50.46971538693812,0.0835919307580272,0.050776911464195024
2010-07-23 00:00:00+00:00,0.0588808,0.06889604,0.05570779,0.06263688,2398.46,218826.51,0.003756080000000009,0.013188250000000006,0.003762050000000003,0.061530377500000004,231.4000000000001,13713.960000000021,0.06477017979942615,0.0638991229358965,0.11054044738712143,0.013188250000000006,,0.0151155049468146,0.066729667,0.066729667,0.066729667,0.066729667,0.06316429419493812,0.05987334690659008,0.05829406051123917,0.05739036491241006,,,,,0.007867124723732088,0.007867124723732088,0.003756080000000009,0.0,0.0028593630000000015,0.0024375229999999996,1.1730609311173688,53.98196223214924,0.08246391644746418,0.05099541755253583
